Province	City	District	Area Code	CIty Code
Papua	Kab. Mimika	Mimika Barat	TIM10005	TIM
Papua	Kab. Mimika	Mimika Barat Jauh	TIM10006	TIM
Papua	Kab. Mimika	Mimika Barat Tengah	TIM10007	TIM
Papua	Kab. Mimika	Mimika Baru	TIM10008	TIM
Papua	Kab. Mimika	Mimika Timur	TIM10009	TIM
Papua	Kab. Mimika	Mimika Timur Jauh	TIM10010	TIM
Papua	Kab. Mimika	Mimika Timur Tengah	TIM10011	TIM
Riau	Kab. Siak	Minas	PKU21208	PKU
Sulawesi Selatan	Kab. Pangkajene Kepulauan	Minasa Te'ne	UPG22111	UPG
Papua	Kab. Boven Digoel	Mindiptana	DJJ20905	DJJ
D.I. Yogyakarta	Kab. Sleman	Minggir	JOG20305	JOG
Papua Barat	Kab. Manokwari	Minyambouw	SOQ20616	SOQ
Nusa Tenggara Timur	Kab. Timor Tengah Utara	Miomafo Barat	KOE20305	KOE
Nusa Tenggara Timur	Kab. Timor Tengah Utara	Miomafo Timur	KOE20304	KOE
Jawa Tengah	Kab. Sragen	Miri	SOC20407	SOC
Jawa Tengah	Kab. Kebumen	Mirit	MGL10110	MGL
Papua Barat	Kab. Raja Ampat	Misool	SOQ20303	SOQ
Papua Barat	Kab. Raja Ampat	Misool Timur Selatan	SOQ20304	SOQ
Jawa Timur	Kab Situbondo	Mlandingan	PBL20212	PBL
Jawa Timur	Kab. Ponorogo	Mlarak	MDN20408	MDN
D.I. Yogyakarta	Kab. Sleman	Mlati	JOG20316	JOG
Jawa Tengah	Kab. Jepara	Mlonggo	SRG10108	SRG
Sulawesi Utara	Kab. Bolaang Mongondow	Modayag	MDC20110	MDC
Jawa Timur	Kab. Lamongan	Modo	SUB10213	SUB
Sulawesi Utara	Kab. Minahasa Selatan	Modoinding	MDC20901	MDC
Jawa Timur	Kab. Bangkalan	Modung	SUB20111	SUB
Jawa Tengah	Kab. Pemalang	Moga	SRG21006	SRG
Jawa Timur	Kab. Kediri	Mojo	KDR10007	KDR
Jawa Timur	Kab. Jombang	Mojoagung	SUB20210	SUB
Jawa Timur	Kab. Mojokerto	Mojoanyar	MJK10021	MJK
Jawa Tengah	Kab. Karang Anyar	Mojogedang	SOC20210	SOC
Jawa Timur	Kab. Mojokerto	Mojokerto	MJK10000	MJK
Jawa Tengah	Kab. Sukoharjo	Mojolaban / Palur	SOC20502	SOC
Jawa Timur	Kota Kediri	Mojoroto	KDR10025	KDR
Jawa Timur	Kab. Mojokerto	Mojosari	MJK10010	MJK
Jawa Tengah	Kab. Boyolali	Mojosongo	SOC20119	SOC
Jawa Tengah	Kab. Wonosobo	Mojotengah	MGL10208	MGL
Jawa Timur	Kab. Jombang	Mojowarno	SUB20211	SUB
Maluku	Kab. Maluku Tenggara Barat	Mola	AMQ20804	AMQ
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Mollo Selatan	KOE20708	KOE
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Mollo Utara	KOE20707	KOE
Sulawesi Tengah	Kab. Buol	Momunu	PLW20607	PLW
Sulawesi Selatan	Kab. Maros	Moncongloe	UPG20811	UPG
Jawa Tengah	Kab. Sragen	Mondokan	SOC20409	SOC
Nusa Tenggara Barat	Kab. Bima	Monta	AMI21108	AMI
Kalimantan Selatan	Kab. Barito Utara	Montalat	BDJ20704	BDJ
Aceh	Kab. Aceh Besar	Montasik	BTJ10309	BTJ
Kalimantan Barat	Kab. Bengkayang	Monterado	PNK20607	PNK
Jawa Timur	Kab. Tuban	Montong	SUB20908	SUB
Nusa Tenggara Barat	Kab. Lombok Timur	Montong Gading	AMI20413	AMI
Gorontalo	Kab. Gorontalo	Mootilango	GTO20115	GTO
Papua Barat	Kab. Sorong	Moraid	SOQ10008	SOQ
Sulawesi Tenggara	Kab. Konawe Utara/ Selatan	Moramo	KDI20807	KDI
Sulawesi Tengah	Kab. Morowali	Mori Atas	PLW20810	PLW
Kepulauan Riau	Kab. Karimun	Moro	BTH10407	BTH
Maluku Utara	Kab. Halmahera Utara	Morotai Selatan	TTE20606	TTE
Maluku Utara	Kab. Halmahera Utara	Morotai Selatan Barat	TTE20607	TTE
Maluku Utara	Kab. Halmahera Utara	Morotai Utara	TTE20608	TTE
Papua Barat	Kab. Teluk Bintuni	Moskona Selatan	SOQ20507	SOQ
Papua Barat	Kab. Teluk Bintuni	Moskona Utara	SOQ20508	SOQ
Papua Barat	Kab. Sorong Selatan	Moswaren	SOQ20410	SOQ
Maluku Utara	Kota Ternate	Moti	TTE10021	TTE
Sulawesi Utara	Kab. Minahasa Selatan	Motoling	MDC20902	MDC
Sulawesi Tengah	Kab. Parigi Moutong	Moutong	PLW20904	PLW
Sulawesi Tenggara	Kab. Kolaka	Mowewe	KDI20204	KDI
Nusa Tenggara Barat	Kab. Sumbawa	Moyohilir	AMI20507	AMI
Nusa Tenggara Barat	Kab. Sumbawa	Moyohulu	AMI20508	AMI
D.I. Yogyakarta	Kab. Sleman	Moyudan	JOG20306	JOG
Nusa Tenggara Barat	Kota Bima	Mpunda	AMI20115	AMI
Jawa Tengah	Kab. Demak	Mranggen	SRG20709	SRG
Jawa Tengah	Kab. Purbalingga	Mrebet	SRG21713	SRG
Sumatera Utara	Kab. Tapanuli Utara	Muara	MES21021	MES
Kalimantan Timur	Kab. Kutai Timur	Muara Ancalong	BTG20110	BTG
Kalimantan Timur	Kab. Kutai Kartanegara	Muara Badak	SMD20127	SMD
Bengkulu	Kota Bengkulu	Muara Bangkahulu	BKS10022	BKS
Sumatera Utara	Kab. Mandailing Natal	Muara Batang Gadis	MES21707	MES
Aceh	Kab. Aceh Utara	Muara Batu	BTJ21509	BTJ
Sumatera Selatan	Kab. Muara Enim	Muara Belikan	PLM20521	PLM
Sumatera Selatan	Kab. Musi Rawas	Muara Beliti	PLM10307	PLM
Sumatera Selatan	Kab. Musi Rawas	Muara Beliti Baru	PLM10300	PLM
Kalimantan Timur	Kab. Kutai Timur	Muara Bengkal	BTG20111	BTG
Jambi	Kab. Batang Hari	Muara Bulian	DJB20200	DJB
Jambi	Kab. Bungo	Muara Bungo	DJB20300	DJB
Aceh	Kota Lhokseumawe	Muara Dua	BTJ10209	BTJ
Sumatera Selatan	Kab. Muara Enim	Muara Enim	PLM20500	PLM
Jawa Barat	Kab. Bekasi	Muara Gembong	BKI10111	BKI
Kalimantan Selatan	Kab. Tabalong	Muara Harus	BDJ10405	BDJ
Kalimantan Timur	Kab. Kutai Kartanegara	Muara Jawa	BPN10014	BPN
Kalimantan Timur	Kab. Kutai Kartanegara	Muara Kaman	SMD20117	SMD
Sumatera Selatan	Kab. Musi Rawas	Muara Kelingi	PLM10308	PLM
Kalimantan Timur	Kab. Paser	Muara Komam	BPN20105	BPN
Sumatera Selatan	Kab. Ogan Ilir	Muara Kuang	PLM21301	PLM
Sumatera Selatan	Kab. Musi Rawas	Muara Lakitan	PLM10309	PLM
Kalimantan Timur	Kab. Kutai Barat	Muara Lawa	SMD20212	SMD
Jambi	Kab. Sarolangun	Muara Limun	DJB20702	DJB
Kalimantan Timur	Kab. Kutai Kartanegara	Muara Muntai	SMD20120	SMD
Sumatera Selatan	Kab. Banyuasin	Muara Padang	PLM21012	PLM
Kalimantan Timur	Kab. Kutai Barat	Muara Pahu	SMD20211	SMD
Kalimantan Barat	Kab. Ketapang	Muara Pawan	PNK10120	PNK
Sumatera Selatan	Kab. Empat Lawang	Muara Pinang	PLM21102	PLM
Sumatera Selatan	Kab. Musi Rawas	Muara Rupit	PLM10310	PLM
Jambi	Kab. Tanjung Jabung Timur	Muara Sabak	DJB20800	DJB
Kalimantan Timur	Kab. Paser	Muara Samu	BPN20111	BPN
Jambi	Kab. Merangin	Muara Siau	DJB20104	DJB
Sumatera Utara	Kab. Mandailing Natal	Muara Sipongi	MES21708	MES
Lampung	Kab. Lampung Utara	Muara Sungkai	TKG20232	TKG
Papua	Kota Jayapura	Muara Tam	DJJ10031	DJJ
Jambi	Kab. Tebo	Muara Tebo	DJB20900	DJB
Sumatera Selatan	Kab. Banyuasin	Muara Telang	PLM21007	PLM
Jambi	Kab. Batang Hari	Muara Tembesi	DJB20204	DJB
Kalimantan Selatan	Kab. Barito Utara	Muara Teweh	BDJ20700	BDJ
Aceh	Kab. Pidie	Muara Tiga	BTJ20411	BTJ
Kalimantan Selatan	Kab. Tabalong	Muara Uya	BDJ10406	BDJ
Kalimantan Timur	Kab. Kutai Timur	Muara Wahau	BTG20112	BTG
Kalimantan Timur	Kab. Kutai Kartanegara	Muara Wis	SMD20131	SMD
Sumatera Selatan	Kab. Ogan Komering Ulu Selatan	Muaradua	PLM21500	PLM
Sumatera Selatan	Kab. Ogan Komering Ulu Selatan	Muaradua Kisam	PLM21507	PLM
Sumatera Barat	Kab. Sijunjung	Muaro Sijunjung	PDG21900	PDG
Jambi	Kab. Bungo	Muko Muko Batin Vii	DJB20316	DJB
Kalimantan Barat	Kab. Sanggau	Mukok	PNK10209	PNK
Bengkulu	Kab. Muko-Muko	Muko-Muko	BKS21400	BKS
Bengkulu	Kab. Muko-Muko	Muko-Muko Selatan	BKS21402	BKS
Bengkulu	Kab. Muko-Muko	Muko-Muko Utara	BKS21403	BKS
Sumatera Selatan	Kab. Lahat	Mulak Ulu	PLM20323	PLM
Papua	Kab. Puncak Jaya	Mulia	NBX30300	NBX
Jawa Timur	Kota Surabaya	Mulyorejo	SUB10015	SUB
Jawa Timur	Kab. Jember	Mumbulsari	JBR10012	JBR
Banten	Kab. Lebak	Muncang	CLG20215	CLG
Jawa Timur	Kab. Banyuwangi	Muncar	JBR20108	JBR
Jawa Barat	Kab. Cirebon	Mundu	CBN20423	CBN
Sumatera Barat	Kab. Lima Puluh Kota	Mungka	PDG21309	PDG
Jawa Tengah	Kab. Magelang	Mungkid	MGL10500	MGL
Banten	Kab. Pandeglang	Munjul	CLG20116	CLG
Jawa Timur	Kab. Trenggalek	Munjungan	SUB22007	SUB
Sumatera Utara	Kab. Karo	Munte	MES20808	MES
Jawa Tengah	Kab. Magelang	Muntilan	MGL10518	MGL
Kalimantan Tengah	Kab. Gunung Mas	Munuhing	PKY20408	PKY
Sulawesi Tenggara	Kab. Kota Bau-Bau	Murhum	KDI20122	KDI
Kalimantan Selatan	Kab. Murung Raya	Murung	BDJ20905	BDJ
Kalimantan Selatan	Kab. Tabalong	Murung Pudak	BDJ10407	BDJ
Jawa Barat	Kota Bekasi	Mustika Jaya	BKI10046	BKI
Jawa Tengah	Kab. Boyolali	Musuk	SOC20118	SOC
Aceh	Kab. Pidie	Mutiara	BTJ20412	BTJ
Aceh	Kab. Pidie	Mutiara Timur	BTJ20426	BTJ
Papua	Kab. Merauke	Muting	DJJ20411	DJJ
Sumatera Utara	Kab. Labuhan Batu	Na Ix-X	MES20708	MES
Papua	Kab. Nabire	Nabire	NBX10000	NBX
Papua	Kab. Nabire	Nabire Barat	NBX30005	NBX
Nusa Tenggara Timur	Kab. Lembata	Nagawutung	KOE21807	KOE
Jawa Barat	Kab. Sukabumi	Nagrak	SMI10031	SMI
Jawa Barat	Kab. Bandung	Nagreg	BDO10122	BDO
Sumatera Utara	Kab. Samosir	Nainggolan	MES22202	MES
Jawa Tengah	Kab. Jepara	Nalumsari	SRG10109	SRG
Papua	Kab. Mappi	Nambioman Bapai	NBX30405	NBX
Maluku	Kab. Buru	Namlea	AMQ20300	AMQ
Sumatera Utara	Kab. Deli Serdang	Namo Rambe	MES10620	MES
Sumatera Barat	Kab. Padang Pariaman	Nan Sabaris	PDG20608	PDG
Kalimantan Tengah	Kab. Lamandau	Nanga Bulik	PKY21100	PKY
Kalimantan Barat	Kab. Sekadau	Nanga Mahap	PNK21104	PNK
Nusa Tenggara Timur	Kab. Ende	Nanga Panda	KOE20803	KOE
Kalimantan Barat	Kab. Melawi	Nanga Pinoh	PNK20800	PNK
Kalimantan Barat	Kab. Sekadau	Nanga Taman	PNK21103	PNK
Kalimantan Barat	Kab. Ketapang	Nanga Tayap	PNK10105	PNK
Nusa Tenggara Timur	Kab. Nagekeo	Nangaroro	KOE21405	KOE
Sulawesi Selatan	Kab. Tana Toraja Utara	Nanggala	UPG20634	UPG
Sumatera Barat	Kota Padang	Nanggalo	PDG10013	PDG
D.I. Yogyakarta	Kab. Kulon Progo	Nanggulan	JOG20406	JOG
Jawa Barat	Kab. Bogor	Nanggung	BOO20137	BOO
Sulawesi Utara	Kab. Kepulauan Talaud	Nanusa	MDC20707	MDC
Sulawesi Tenggara	Kab. Muna	Napabalano	KDI20309	KDI
Bengkulu	Kab. Bengkulu Utara	Napal Putih	BKS20115	BKS
Papua	Kab. Nabire	Napan	NBX30006	NBX
Jawa Barat	Kab. Cianjur	Naringgul	SMI20114	SMI
Nusa Tenggara Barat	Kab. Lombok Barat	Narmada	AMI20805	AMI
Bengkulu	Kab. Kaur	Nasal	BKS21105	BKS
Sumatera Utara	Kab. Toba Samosir	Nassau	MES20118	MES
Sumatera Utara	Kab. Mandailing Natal	Natal	MES21709	MES
Lampung	Kab. Lampung Selatan	Natar	TKG20103	TKG
Jawa Timur	Kab. Pacitan	Nawangan	MDN20305	MDN
Nusa Tenggara Timur	Kab. Ende	Ndona	KOE20804	KOE
Nusa Tenggara Timur	Kab. Ende	Ndona Timur	KOE20815	KOE
Bali	Kab. Jembrana	Negara	DPS20400	DPS
Lampung	Kab. Way Kanan	Negeri Agung	TKG21108	TKG
Lampung	Kab. Way Kanan	Negeri Batin	TKG21107	TKG
Lampung	Kab. Way Kanan	Negeri Besar	TKG21109	TKG
Lampung	Kab. Pesawaran	Negeri Katon	TKG21403	TKG
Banten	Kota Tangerang	Neglasari	TGR10054	TGR
Nusa Tenggara Timur	Kab. Kupang	Nekemese	KOE21917	KOE
Nusa Tenggara Timur	Kab. Timor Tengah Utara	Neomuti	KOE20309	KOE
Kalimantan Barat	Kab. Landak	Ngabang	PNK20700	PNK
Jawa Tengah	Kab. Magelang	Ngablak	MGL10508	MGL
Nusa Tenggara Timur	Kab. Ngada	Ngada Bawa	KOE20912	KOE
Jawa Timur	Kab. Kediri	Ngadiluwih	KDR10008	KDR
Jawa Tengah	Kab. Temanggung	Ngadirejo	MGL10408	MGL
Jawa Timur	Kab. Pacitan	Ngadirojo	MDN20306	MDN
Jawa Tengah	Kab. Wonogiri	Ngadirojo	SOC20615	SOC
D.I. Yogyakarta	Kab. Sleman	Ngaglik	JOG20307	JOG
Jawa Timur	Kab. Malang	Ngajum	MXG20313	MXG
Jawa Tengah	Kota Semarang	Ngaliyan	SRG10008	SRG
Jawa Tengah	Kab. Bojonegoro	Ngambon	SRG20413	SRG
Jawa Tengah	Kab. Kendal	Ngampel	SRG20819	SRG
D.I. Yogyakarta	Kota Yogyakarta	Ngampilan	JOG10011	JOG
Jawa Barat	Kab. Bandung Barat	Ngamprah	BDO21000	BDO
Jawa Timur	Kab. Kediri	Ngancar	KDR10020	KDR
Jawa Timur	Kab. Nganjuk	Nganjuk	SUB20400	SUB
Jawa Timur	Kab. Malang	Ngantang	MXG20328	MXG
Jawa Timur	Kab. Tulungagung	Ngantru	SUB21008	SUB
Sulawesi Tenggara	Kab. Kolaka Utara	Ngapa	KDI20703	KDI
Jawa Tengah	Kab. Karang Anyar	Ngargoyoso	SOC20211	SOC
Jawa Timur	Kab. Magetan	Ngariboyo	MDN20116	MDN
Jawa Tengah	Kab. Grobogan	Ngaringan	SRG21111	SRG
Jawa Tengah	Kab. Bojonegoro	Ngasem	SRG20414	SRG
Jawa Tengah	Kab. Blora	Ngawen	SRG20306	SRG
Jawa Tengah	Kab. Klaten	Ngawen	SOC20316	SOC
D.I. Yogyakarta	Kab. Gunung Kidul	Ngawen	JOG20502	JOG
Jawa Timur	Kab. Ngawi	Ngawi	MDN20200	MDN
Jawa Timur	Kab. Ponorogo	Ngebel	MDN20409	MDN
Jawa Tengah	Kab. Boyolali	Ngemplak	SOC20109	SOC
D.I. Yogyakarta	Kab. Sleman	Ngemplak	JOG20308	JOG
Jawa Timur	Kab. Nganjuk	Ngetos	SUB20405	SUB
Nusa Tenggara Timur	Kab. Sumba Timur	Nggaha Oriangu	KOE21011	KOE
Maluku Utara	Kab. Kepulauan Sula	Nggele	TTE20703	TTE
Jawa Timur	Kab. Lamongan	Ngimbang	SUB10214	SUB
Jawa Timur	Kab. Blitar	Nglegok	MXG20109	MXG
D.I. Yogyakarta	Kab. Gunung Kidul	Nglipar	JOG20503	JOG
Jawa Tengah	Kab. Magelang	Ngluwar	MGL10519	MGL
Jawa Timur	Kab. Nganjuk	Ngluyu	SUB20406	SUB
Jawa Tengah	Kab. Purworejo	Ngombol	MGL10307	MGL
Jawa Timur	Kab. Jombang	Ngoro	SUB20212	SUB
Jawa Timur	Kab. Mojokerto	Ngoro	MJK10011	MJK
Jawa Tengah	Kab. Bojonegoro	Ngraho	SRG20415	SRG
Jawa Timur	Kab. Ngawi	Ngrambe	MDN20209	MDN
Jawa Tengah	Kab. Sragen	Ngrampal	SOC20410	SOC
Jawa Timur	Kab. Ponorogo	Ngrayun	MDN20410	MDN
Jawa Timur	Kab. Nganjuk	Ngronggot	SUB20418	SUB
Jawa Timur	Kab. Pasuruan	Nguling	PDN10010	PDN
Jawa Timur	Kab. Magetan	Nguntoronadi	MDN20117	MDN
Jawa Tengah	Kab. Wonogiri	Nguntoronadi	SOC20616	SOC
Jawa Timur	Kab. Tulungagung	Ngunut	SUB21009	SUB
Bali	Kab. Badung	Ngurah Rai	DPS21104	DPS
Jawa Timur	Kab. Jombang	Ngusikan	SUB20221	SUB
Jawa Tengah	Kab. Sukoharjo	Nguter	SOC20503	SOC
Aceh	Kab. Aceh Utara	Nibong	BTJ21510	BTJ
Sumatera Selatan	Kab. Musi Rawas	Nibung	PLM10311	PLM
Papua	Kab. Jayapura	Nimbokrang	DJJ10026	DJJ
Papua	Kab. Jayapura	Nimboran	DJJ10011	DJJ
Papua	Kab. Yahukimo	Ninia	DJJ21903	DJJ
Jambi	Kab. Tanjung Jabung Timur	Nipah Panjang	DJB20803	DJB
Maluku	Kab. Maluku Tenggara Barat	Nirunmas	AMQ20805	AMQ
Aceh	Kab. Aceh Utara	Nisam	BTJ21511	BTJ
Nusa Tenggara Timur	Kab. Sikka	Nitta	KOE20504	KOE
Jawa Tengah	Kab. Boyolali	Nogosari	SOC20110	SOC
Jawa Timur	Kab. Sumenep	Nonggunong	SUB20817	SUB
Jawa Timur	Kab. Pasuruan	Nongko Jajar	PDN10026	PDN
Kepulauan Riau	Kota Batam	Nongsa/ Kabil/ Lagoi	BTH10052	BTH
Sulawesi Barat	Kab. Mamasa	Nosu	UPG23405	UPG
Kalimantan Barat	Kab. Sanggau	Noyan	PNK10212	PNK
Sulawesi Utara	Kab. Bolaang Mongondow	Nuangan	MDC20118	MDC
Nusa Tenggara Timur	Kab. Lembata	Nubatukan	KOE21805	KOE
Sulawesi Selatan	Kab. Luwu Timur	Nuha	UPG23204	UPG
Papua	Kab. Biak Numfor	Numfor Barat	DJJ20104	DJJ
Papua	Kab. Biak Numfor	Numfor Timur	DJJ20105	DJJ
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Nunkolo	KOE20719	KOE
Kalimantan Timur	Kab. Nunukan	Nunukan	TRK20300	TRK
Aceh	Kab. Aceh Timur	Nurussalam	BTJ21409	BTJ
Bali	Kab. Badung	Nusa Dua	DPS21107	DPS
Maluku	Kab. Maluku Tengah	Nusa Laut	AMQ20119	AMQ
Sulawesi Utara	Kab. Kepulauan Sangihe	Nusa Tabukan	MDC20218	MDC
Jawa Barat	Kab. Kuningan	Nusaherang	CBN20228	CBN
Maluku	Kota Ambon	Nusaniwe	AMQ10005	AMQ
Bali	Kab. Klungkung	Nusapenida	DPS20503	DPS
Jawa Tengah	Kab. Cilacap	Nusawungu	CXP10015	CXP
Jawa Barat	Kab. Sukabumi	Nyalindung	SMI10032	SMI
Kalimantan Timur	Kab. Kutai Barat	Nyuwatan	SMD20216	SMD
Maluku Utara	Kota Tidore	Oba	TTE20801	TTE
Maluku Utara	Kota Tidore	Oba Utara	TTE20802	TTE
Papua	Kab. Mappi	Obaa	NBX30406	NBX
Papua	Kab. Nabire	Obano	NBX30007	NBX
Maluku Utara	Kab. Halmahera Selatan	Obi	TTE20307	TTE
Maluku Utara	Kab. Halmahera Selatan	Obi Selatan	TTE20308	TTE
Nusa Tenggara Timur	Kota Kupang	Oebobo	KOE10032	KOE
Nusa Tenggara Timur	Kab. Kupang	Oelamasi	KOE21900	KOE
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Oenino	KOE20720	KOE
Sulawesi Tengah	Kab. Toli-Toli	Ogo Deide	PLW20315	PLW
Papua	Kab. Merauke	Okaba	DJJ20414	DJJ
Papua	Kab. Pegunungan Bintang	Okbibab	DJJ21305	DJJ
Papua	Kab. Pegunungan Bintang	Oksibil	DJJ21300	DJJ
Jawa Timur	Kab. Sampang	Omben	SUB20606	SUB
Nusa Tenggara Timur	Kab. Lembata	Omesuri	KOE21802	KOE
Sumatera Utara	Kab. Humbang Hasudutan	Onan Ganjang	MES21603	MES
Sumatera Utara	Kab. Samosir	Onan Runggu	MES22203	MES
Papua Barat	Kab. Manokwari	Oransbari	SOQ20612	SOQ
Jawa Timur	Kota Surabaya	Pabean Cantikan	SUB10016	SUB
Jawa Barat	Kab. Cirebon	Pabedilan	CBN20424	CBN
Jawa Tengah	Kab. Semarang	Pabelan	SRG21611	SRG
Nusa Tenggara Timur	Kab. Sumba Timur	Paberiwai	KOE21002	KOE
Jawa Barat	Kab. Sukabumi	Pabuaran	SMI10033	SMI
Jawa Barat	Kab. Cirebon	Pabuaran	CBN20426	CBN
Banten	Kab. Serang	Pabuaran	CLG20516	CLG
Jawa Barat	Kab. Subang	Pabuaran	BDO21111	BDO
Jawa Timur	Kab. Nganjuk	Pace	SUB20407	SUB
Jawa Barat	Kab. Bandung	Pacet	BDO10123	BDO
Jawa Timur	Kab. Mojokerto	Pacet	MJK10012	MJK
Jawa Barat	Kab. Cianjur	Pacet	SMI20115	SMI
Jawa Timur	Kab. Lamongan	Paciran	SUB10215	SUB
Jawa Timur	Kab. Pacitan	Pacitan	MDN20300	MDN
Jawa Barat	Kab. Ciamis	Padaherang	BDO20522	BDO
Jawa Barat	Kab. Tasikmalaya	Padakembang	BDO20634	BDO
Jawa Barat	Kab. Bandung Barat	Padalarang	BDO21010	BDO
Jawa Tengah	Kab. Purbalingga	Padamara	SRG21717	SRG
Sumatera Barat	Kota Padang	Padang	PDG10000	PDG
Jawa Timur	Kab. Lumajang	Padang	PBL20118	PBL
Sumatera Barat	Kab. Solok Selatan	Padang Aro	PDG21800	PDG
Sumatera Barat	Kota Padang	Padang Barat	PDG10014	PDG
Kalimantan Selatan	Kab. Hulu Sungai Selatan	Padang Batung	BDJ10206	BDJ
Sumatera Utara	Kab. Padang Lawas Utara	Padang Bolak	MES21405	MES
Sumatera Utara	Kab. Tapanuli Selatan	Padang Bolak	MES22416	MES
Sumatera Utara	Kab. Padang Lawas Utara	Padang Bolak Julu	MES21406	MES
Sumatera Utara	Kab. Tapanuli Selatan	Padang Bolak Julu	MES22417	MES
Lampung	Kab. Pesawaran	Padang Cermin	TKG21402	TKG
Sumatera Barat	Kab. Tanah Datar	Padang Ganting	PDG20117	PDG
Sumatera Utara	Kab. Tebing Tinggi	Padang Hilir	MES21119	MES
Sumatera Utara	Kab. Tebing Tinggi	Padang Hulu	MES21120	MES
Bengkulu	Kab. Bengkulu Utara	Padang Jaya	BKS20104	BKS
Sumatera Barat	Kota Padang Panjang	Padang Panjang	PDG21100	PDG
Sumatera Barat	Kota Padang Panjang	Padang Panjang Barat	PDG21102	PDG
Sumatera Barat	Kota Padang Panjang	Padang Panjang Timur	PDG21103	PDG
Lampung	Kab. Lampung Tengah	Padang Ratu	TKG20901	TKG
Sumatera Barat	Kab. Padang Pariaman	Padang Sago	PDG20619	PDG
Sumatera Barat	Kota Padang	Padang Selatan	PDG10015	PDG
Sumatera Utara	Kota Padang Sidempuan	Padang Sidempuan	MES20500	MES
Sumatera Utara	Kab. Tapanuli Selatan	Padang Sidempuan Barat	MES22418	MES
Sumatera Utara	Kota Padang Sidempuan	Padang Sidempuan Batu Nadua	MES20536	MES
Sumatera Utara	Kota Padang Sidempuan	Padang Sidempuan Hutaimbaru	MES20537	MES
Sumatera Utara	Kota Padang Sidempuan	Padang Sidempuan Selatan	MES20538	MES
Sumatera Utara	Kota Padang Sidempuan	Padang Sidempuan Tenggara	MES20539	MES
Sumatera Utara	Kab. Tapanuli Selatan	Padang Sidempuan Timur	MES22419	MES
Sumatera Utara	Kota Padang Sidempuan	Padang Sidempuan Utara	MES20540	MES
Aceh	Kab. Pidie	Padang Tiji	BTJ20413	BTJ
Sumatera Barat	Kota Padang	Padang Timur	PDG10016	PDG
Sumatera Utara	Kab. Langkat	Padang Tualang	MES20905	MES
Bengkulu	Kab. Rejang Lebong	Padang Ulak Tanding	BKS20208	BKS
Sumatera Barat	Kota Padang	Padang Utara	PDG10017	PDG
Jawa Tengah	Kab. Bojonegoro	Padangan	SRG20416	SRG
Banten	Kab. Serang	Padarincang	CLG20517	CLG
Jawa Timur	Kab. Ngawi	Padas	MDN20210	MDN
Dki Jakarta	Kota Administrasi Jakarta Utara	Pademangan	CGK10403	CGK
Jawa Timur	Kab. Pamekasan	Pademawu	SUB20512	SUB
Jawa Tengah	Kab. Kebumen	Padureso	MGL10123	MGL
Nusa Tenggara Timur	Kab. Sikka	Paga	KOE20505	KOE
Jawa Barat	Kab. Subang	Pagaden	BDO21122	BDO
Sumatera Barat	Kab. Kepulauan Mentawai	Pagai Selatan	PDG21401	PDG
Sumatera Barat	Kab. Kepulauan Mentawai	Pagai Utara	PDG21402	PDG
Jawa Timur	Kab. Malang	Pagak	MXG20314	MXG
Sumatera Selatan	Kota Pagar Alam	Pagar Alam	PLM20600	PLM
Sumatera Selatan	Kota Pagar Alam	Pagar Alam Selatan	PLM20607	PLM
Sumatera Selatan	Kota Pagar Alam	Pagar Alam Utara	PLM20606	PLM
Bengkulu	Kab. Bengkulu Utara	Pagar Jati	BKS20111	BKS
Sumatera Utara	Kab. Deli Serdang	Pagar Marbau	MES10621	MES
Sumatera Utara	Kab. Tapanuli Utara	Pagaran	MES21006	MES
Banten	Kab. Tangerang	Pagedangan	TGR10123	TGR
Lampung	Kab. Tanggamus	Pagelaran	TKG21302	TKG
Banten	Kab. Pandeglang	Pagelaran	CLG20118	CLG
Jawa Timur	Kab. Malang	Pagelaran	MXG20332	MXG
Jawa Barat	Kab. Cianjur	Pagelaran	SMI20116	SMI
Jawa Tengah	Kab. Banjarnegara	Pagentan	SRG21808	SRG
Jawa Barat	Kab. Tasikmalaya	Pagerageung	BDO20635	BDO
Jawa Tengah	Kab. Tegal	Pagerbarang	SRG21409	SRG
Jawa Tengah	Kab. Kendal	Pagerruyung	SRG20808	SRG
Jawa Timur	Kab. Tulungagung	Pagerwojo	SUB21010	SUB
Sulawesi Tengah	Kab. Banggai	Pagimana	PLW20111	PLW
Sumatera Utara	Kab. Pakpak Barat	Pagindar	MES22105	MES
Jawa Timur	Kab. Kediri	Pagu	KDR10009	KDR
Gorontalo	Kab. Pahuwalo	Paguat	GTO20502	GTO
Gorontalo	Kab. Boalemo	Paguyaman	GTO20204	GTO
Jawa Tengah	Kab. Brebes	Paguyangan	SRG20510	SRG
Sumatera Utara	Kab. Tapanuli Utara	Pahae Jae	MES21008	MES
Sumatera Utara	Kab. Tapanuli Utara	Pahae Julu	MES21007	MES
Kalimantan Tengah	Kota Palangkaraya	Pahandut	PKY10003	PKY
Nusa Tenggara Timur	Kab. Sumba Timur	Pahunga Lodu	KOE21003	KOE
